Fecha,Estacion,NombreEstacion,Latitud,Longitud,pH,OD,Turbidez,Conductividad,Nitratos,DBO5,Fosfatos,Arsenico,Precipitacion_mm,Temperatura_Aire_C,ICA,Categoria_ICA
2022-01-13,CH-05,Tingo,-16.4305,-71.555,7.39,6.81,18.2,602.5,3.74,2.92,0.303,0.0068,43.2,15.2,65,Regular
2022-01-13,CH-06,Tiabaya,-16.468,-71.584,7.18,6.21,19.7,693.0,5.45,4.33,0.395,0.0064,44.3,10.1,57,Regular
2022-01-14,CH-04,Puente Bolognesi,-16.4018,-71.534,7.64,7.19,16.1,520.3,3.77,3.02,0.301,0.0041,50.9,11.8,67,Regular
2022-01-15,CH-07,Uchumayo,-16.504,-71.65,7.34,5.72,23.8,824.2,5.93,3.79,0.528,0.0073,40.3,11.0,52,Regular
2022-01-15,CH-02,Chilina,-16.3815,-71.5295,7.58,7.77,15.4,336.6,1.77,1.48,0.268,0.0026,69.0,13.5,75,Buena
2022-01-16,CH-07,Uchumayo,-16.504,-71.65,7.27,5.59,18.7,839.1,5.74,5.51,0.594,0.0064,46.3,10.5,55,Regular
2022-01-16,CH-08,Vitor,-16.56,-71.78,7.25,6.26,20.8,918.5,7.38,5.43,0.637,0.0087,21.0,13.0,49,Mala
2022-01-16,CH-04,Puente Bolognesi,-16.4018,-71.534,7.67,6.87,15.6,502.1,3.41,2.2,0.283,0.0041,43.3,19.7,70,Regular
2022-01-16,CH-08,Vitor,-16.56,-71.78,7.4,5.45,22.0,914.3,6.96,5.29,0.614,0.0085,33.1,8.4,49,Mala
2022-01-16,CH-06,Tiabaya,-16.468,-71.584,7.66,6.01,13.1,724.9,5.06,4.59,0.497,0.005,66.3,14.4,65,Regular
2022-01-16,CH-05,Tingo,-16.4305,-71.555,7.31,7.04,16.5,568.3,4.42,3.01,0.442,0.0051,42.9,20.6,65,Regular
2022-01-16,CH-02,Chilina,-16.3815,-71.5295,7.53,8.99,15.2,380.4,1.17,2.34,0.149,0.0048,38.7,11.4,75,Buena
2022-01-17,CH-06,Tiabaya,-16.468,-71.584,7.24,6.37,14.0,709.0,6.02,4.01,0.437,0.0059,58.7,14.4,63,Regular
2022-01-18,CH-08,Vitor,-16.56,-71.78,7.41,5.62,16.2,885.5,6.44,6.07,0.686,0.0069,50.7,17.9,56,Regular
2022-01-19,CH-05,Tingo,-16.4305,-71.555,7.38,7.43,13.6,580.5,5.04,3.64,0.388,0.0057,56.8,12.4,66,Regular
2022-01-19,CH-02,Chilina,-16.3815,-71.5295,7.65,7.45,11.9,357.2,0.9,0.5,0.208,0.004,62.8,15.6,83,Buena
2022-01-19,CH-02,Chilina,-16.3815,-71.5295,7.56,9.42,12.3,358.4,1.39,1.63,0.144,0.0026,33.6,17.1,79,Buena
2022-01-19,CH-05,Tingo,-16.4305,-71.555,7.72,7.21,18.0,656.3,4.96,3.04,0.436,0.006,43.3,18.7,62,Regular
2022-01-19,CH-06,Tiabaya,-16.468,-71.584,7.57,5.9,16.8,727.6,5.18,4.46,0.463,0.0052,49.9,13.8,61,Regular
2022-01-19,CH-07,Uchumayo,-16.504,-71.65,7.38,6.62,20.6,778.5,5.69,5.07,0.621,0.0076,39.4,21.8,54,Regular
2022-01-20,CH-07,Uchumayo,-16.504,-71.65,7.73,5.94,22.9,740.6,6.22,5.46,0.586,0.0058,43.2,10.6,49,Mala
2022-01-20,CH-08,Vitor,-16.56,-71.78,7.58,5.55,20.0,923.5,7.13,5.9,0.617,0.0075,39.7,12.6,50,Mala
2022-01-20,CH-02,Chilina,-16.3815,-71.5295,7.65,8.89,10.5,392.6,1.15,2.05,0.188,0.0039,52.6,12.7,81,Buena
2022-01-20,CH-01,Charcani,-16.357,-71.546,7.98,8.86,4.8,277.7,0.18,1.57,0.061,0.0006,45.1,16.7,91,Excelente
2022-01-21,CH-07,Uchumayo,-16.504,-71.65,7.34,6.25,16.3,823.8,6.13,5.21,0.615,0.0072,29.9,16.4,58,Regular
2022-01-21,CH-03,Puente Grau,-16.3984,-71.5373,7.66,6.08,14.4,421.7,3.06,2.5,0.283,0.0028,21.3,10.8,72,Buena
2022-01-22,CH-06,Tiabaya,-16.468,-71.584,7.3,6.62,18.7,635.4,6.22,3.73,0.477,0.0065,41.3,16.2,58,Regular
2022-01-22,CH-01,Charcani,-16.357,-71.546,7.82,8.0,9.3,250.8,1.22,0.5,0.084,0.0005,39.8,14.2,85,Buena
2022-01-23,CH-01,Charcani,-16.357,-71.546,7.73,8.67,12.4,240.0,1.09,0.6,0.126,0.0033,27.7,14.7,82,Buena
2022-01-24,CH-02,Chilina,-16.3815,-71.5295,7.54,8.09,10.4,302.4,1.37,2.24,0.086,0.0028,41.3,13.4,80,Buena
2022-01-24,CH-03,Puente Grau,-16.3984,-71.5373,7.83,7.64,11.4,436.4,2.93,1.33,0.234,0.0039,34.9,15.7,78,Buena
2022-01-24,CH-07,Uchumayo,-16.504,-71.65,7.51,5.05,15.3,792.7,7.25,5.46,0.658,0.0079,41.0,13.8,56,Regular
2022-01-24,CH-02,Chilina,-16.3815,-71.5295,7.75,7.79,10.6,370.8,1.28,1.24,0.148,0.0009,42.0,20.4,82,Buena
2022-01-25,CH-04,Puente Bolognesi,-16.4018,-71.534,7.94,7.09,15.8,534.1,4.46,3.51,0.215,0.0047,40.6,9.8,65,Regular
2022-01-25,CH-02,Chilina,-16.3815,-71.5295,7.56,7.66,10.1,350.2,0.88,0.7,0.119,0.003,33.4,14.7,85,Buena
2022-01-26,CH-02,Chilina,-16.3815,-71.5295,7.88,7.66,12.0,368.4,1.6,0.66,0.079,0.0019,46.4,15.3,81,Buena
2022-01-26,CH-06,Tiabaya,-16.468,-71.584,7.55,6.51,16.0,707.7,5.18,5.81,0.58,0.0044,57.9,14.1,59,Regular
2022-01-27,CH-05,Tingo,-16.4305,-71.555,7.7,6.93,18.4,637.6,4.38,4.81,0.462,0.0062,75.3,12.2,60,Regular
2022-01-27,CH-05,Tingo,-16.4305,-71.555,7.43,6.89,14.2,569.9,4.52,3.28,0.333,0.0052,36.6,13.5,67,Regular
2022-01-27,CH-01,Charcani,-16.357,-71.546,7.79,9.4,10.6,236.1,0.94,0.5,0.034,0.0022,39.6,16.7,84,Buena
2022-01-28,CH-04,Puente Bolognesi,-16.4018,-71.534,7.52,7.1,16.7,484.8,4.28,3.79,0.278,0.0037,24.2,13.3,64,Regular
2022-01-28,CH-08,Vitor,-16.56,-71.78,7.25,6.23,18.7,921.9,7.32,5.24,0.611,0.0075,33.0,14.2,52,Regular
2022-01-29,CH-03,Puente Grau,-16.3984,-71.5373,7.57,8.03,13.0,467.8,2.66,2.81,0.182,0.0065,51.3,15.0,73,Buena
2022-01-29,CH-07,Uchumayo,-16.504,-71.65,7.53,5.84,17.7,731.5,6.72,4.77,0.488,0.0074,57.2,20.4,56,Regular
2022-01-29,CH-05,Tingo,-16.4305,-71.555,7.88,6.83,14.0,597.1,5.09,3.89,0.339,0.0062,58.4,15.3,65,Regular
2022-01-30,CH-03,Puente Grau,-16.3984,-71.5373,7.89,7.63,12.2,440.2,2.36,2.94,0.279,0.0032,48.3,11.0,75,Buena
2022-01-30,CH-07,Uchumayo,-16.504,-71.65,7.55,5.97,13.7,841.4,6.53,7.25,0.565,0.007,48.6,19.6,56,Regular
2022-01-30,CH-05,Tingo,-16.4305,-71.555,7.8,6.92,16.1,577.0,3.82,3.43,0.316,0.0033,37.9,17.4,66,Regular
2022-01-30,CH-01,Charcani,-16.357,-71.546,7.48,8.68,8.5,208.7,0.92,0.77,0.066,0.0022,66.2,19.1,86,Buena
2022-01-30,CH-07,Uchumayo,-16.504,-71.65,7.59,5.75,20.2,805.8,6.56,5.5,0.544,0.0062,54.0,18.0,52,Regular
2022-01-30,CH-03,Puente Grau,-16.3984,-71.5373,7.42,7.74,14.9,427.6,1.94,2.66,0.266,0.0033,70.2,20.1,73,Buena
2022-01-30,CH-01,Charcani,-16.357,-71.546,8.18,8.06,12.6,263.9,0.29,0.5,0.071,0.0007,50.1,14.0,83,Buena
2022-01-31,CH-02,Chilina,-16.3815,-71.5295,7.79,7.95,13.5,392.8,2.2,1.38,0.058,0.0016,54.5,18.1,77,Buena
2022-02-01,CH-06,Tiabaya,-16.468,-71.584,7.28,5.93,14.4,699.9,5.53,4.68,0.488,0.0048,42.7,16.7,62,Regular
2022-02-01,CH-05,Tingo,-16.4305,-71.555,7.74,7.23,18.6,591.0,4.82,4.07,0.469,0.0065,73.0,20.1,60,Regular
2022-02-01,CH-01,Charcani,-16.357,-71.546,7.66,8.17,7.0,252.4,0.8,0.5,0.045,0.0021,34.1,14.0,89,Buena
2022-02-02,CH-02,Chilina,-16.3815,-71.5295,7.68,8.22,9.5,349.4,0.98,1.76,0.17,0.0025,36.5,12.2,83,Buena
2022-02-03,CH-03,Puente Grau,-16.3984,-71.5373,7.84,7.25,11.9,429.3,2.33,2.8,0.203,0.0023,42.3,15.2,75,Buena
2022-02-04,CH-07,Uchumayo,-16.504,-71.65,7.26,6.26,19.1,754.0,6.1,5.83,0.567,0.0061,55.6,13.5,53,Regular
2022-02-04,CH-01,Charcani,-16.357,-71.546,8.07,8.78,13.3,251.6,0.88,1.3,0.091,0.0018,36.9,13.9,80,Buena
2022-02-04,CH-08,Vitor,-16.56,-71.78,7.14,5.29,22.0,913.9,7.57,6.64,0.698,0.0088,55.3,12.0,45,Mala
2022-02-04,CH-02,Chilina,-16.3815,-71.5295,7.63,8.4,12.0,397.0,1.92,3.38,0.122,0.0023,41.7,13.9,75,Buena
2022-02-05,CH-07,Uchumayo,-16.504,-71.65,7.29,5.7,10.5,898.1,7.24,5.01,0.595,0.0066,51.1,15.3,63,Regular
2022-02-05,CH-05,Tingo,-16.4305,-71.555,7.42,6.55,14.0,609.1,4.58,4.72,0.412,0.0059,45.1,18.1,65,Regular
2022-02-06,CH-08,Vitor,-16.56,-71.78,7.5,5.16,16.2,898.4,7.38,5.05,0.667,0.0083,31.6,12.4,56,Regular
2022-02-06,CH-02,Chilina,-16.3815,-71.5295,7.62,8.96,15.2,337.6,1.17,1.79,0.223,0.0031,54.1,16.0,76,Buena
2022-02-06,CH-07,Uchumayo,-16.504,-71.65,7.46,6.43,16.4,831.1,6.39,5.58,0.586,0.006,39.3,17.2,56,Regular
2022-02-07,CH-04,Puente Bolognesi,-16.4018,-71.534,7.63,7.16,12.9,520.8,3.81,2.62,0.322,0.003,55.1,17.2,72,Buena
2022-02-07,CH-03,Puente Grau,-16.3984,-71.5373,7.67,8.81,8.3,406.1,2.45,2.73,0.269,0.0029,45.5,15.9,80,Buena
2022-02-07,CH-04,Puente Bolognesi,-16.4018,-71.534,7.33,7.19,14.5,544.6,3.87,2.69,0.335,0.002,45.8,13.1,69,Regular
2022-02-08,CH-02,Chilina,-16.3815,-71.5295,7.63,8.38,12.2,357.2,1.67,1.46,0.144,0.0035,44.3,15.2,79,Buena
2022-02-08,CH-02,Chilina,-16.3815,-71.5295,7.68,7.96,10.1,341.5,1.36,1.57,0.119,0.0035,45.9,15.5,82,Buena
2022-02-09,CH-08,Vitor,-16.56,-71.78,7.41,4.91,17.8,897.0,6.32,6.34,0.718,0.0077,44.1,12.8,53,Regular
2022-02-09,CH-07,Uchumayo,-16.504,-71.65,7.17,6.03,19.9,831.1,7.02,4.3,0.562,0.0073,23.7,21.2,53,Regular
2022-02-09,CH-02,Chilina,-16.3815,-71.5295,7.86,8.86,10.7,323.2,2.0,2.12,0.154,0.0009,45.4,13.1,79,Buena
2022-02-10,CH-02,Chilina,-16.3815,-71.5295,7.62,7.87,11.8,388.8,1.48,1.12,0.172,0.0034,18.7,15.1,81,Buena
2022-02-11,CH-04,Puente Bolognesi,-16.4018,-71.534,7.52,6.78,11.6,516.3,3.57,3.75,0.349,0.0038,57.1,16.1,71,Buena
2022-02-12,CH-03,Puente Grau,-16.3984,-71.5373,7.61,6.87,11.5,448.6,1.58,2.05,0.25,0.0034,71.8,15.0,79,Buena
2022-02-12,CH-07,Uchumayo,-16.504,-71.65,7.54,5.38,20.9,766.9,6.73,5.48,0.513,0.007,46.7,10.0,50,Mala
2022-02-12,CH-03,Puente Grau,-16.3984,-71.5373,7.37,7.4,13.1,458.6,3.71,2.17,0.226,0.003,29.8,13.8,73,Buena
2022-02-12,CH-02,Chilina,-16.3815,-71.5295,8.08,8.22,9.3,331.9,1.2,2.37,0.174,0.0025,37.3,17.0,82,Buena
2022-02-12,CH-01,Charcani,-16.357,-71.546,7.7,8.36,7.8,233.7,0.76,0.5,0.01,0.0025,40.1,13.0,88,Buena
2022-02-12,CH-02,Chilina,-16.3815,-71.5295,7.96,7.86,11.4,301.6,1.35,1.62,0.052,0.0024,45.4,13.0,80,Buena
2022-02-12,CH-06,Tiabaya,-16.468,-71.584,7.36,6.47,15.4,691.2,5.82,4.11,0.509,0.0054,43.8,19.4,62,Regular
2022-02-13,CH-04,Puente Bolognesi,-16.4018,-71.534,7.4,7.68,14.6,578.7,3.93,3.61,0.365,0.0048,46.3,11.0,67,Regular
2022-02-13,CH-05,Tingo,-16.4305,-71.555,7.77,6.3,17.2,562.8,4.29,3.82,0.455,0.005,26.7,11.8,63,Regular
2022-02-14,CH-04,Puente Bolognesi,-16.4018,-71.534,7.83,7.28,15.1,581.8,3.48,2.47,0.28,0.0042,56.9,19.8,70,Regular
2022-02-15,CH-06,Tiabaya,-16.468,-71.584,7.32,6.06,14.8,723.7,5.45,4.81,0.519,0.0065,61.5,13.9,62,Regular
2022-02-15,CH-02,Chilina,-16.3815,-71.5295,7.56,7.82,8.7,282.3,1.01,2.6,0.158,0.0027,48.6,11.1,82,Buena
2022-02-15,CH-08,Vitor,-16.56,-71.78,7.37,5.88,22.8,843.8,7.25,6.15,0.651,0.0077,31.3,11.2,46,Mala
2022-02-15,CH-06,Tiabaya,-16.468,-71.584,7.34,5.06,19.0,765.8,5.86,4.61,0.489,0.0058,47.3,21.7,56,Regular
2022-02-15,CH-05,Tingo,-16.4305,-71.555,7.61,6.44,12.7,632.9,3.99,5.1,0.371,0.0043,59.2,19.3,67,Regular
2022-02-16,CH-07,Uchumayo,-16.504,-71.65,7.17,5.56,15.9,834.2,6.91,5.03,0.523,0.0067,48.1,14.7,57,Regular
2022-02-16,CH-05,Tingo,-16.4305,-71.555,7.75,7.07,14.0,684.5,4.35,3.45,0.333,0.0047,57.9,14.1,68,Regular
2022-02-16,CH-02,Chilina,-16.3815,-71.5295,7.68,8.73,18.9,365.1,1.11,0.78,0.146,0.0029,34.9,7.9,74,Buena
2022-02-16,CH-08,Vitor,-16.56,-71.78,7.01,5.35,22.2,850.7,7.53,5.63,0.718,0.007,40.6,11.6,47,Mala
2022-02-16,CH-01,Charcani,-16.357,-71.546,7.96,8.28,11.0,240.8,0.28,0.54,0.097,0.0014,60.3,17.0,85,Buena
2022-02-16,CH-01,Charcani,-16.357,-71.546,7.97,8.08,7.8,225.1,0.68,1.52,0.038,0.0013,54.7,15.8,86,Buena
2022-02-18,CH-04,Puente Bolognesi,-16.4018,-71.534,7.66,7.01,13.4,544.5,3.74,3.56,0.334,0.0051,51.9,6.8,69,Regular
2022-02-18,CH-01,Charcani,-16.357,-71.546,7.52,8.93,8.0,255.6,1.09,0.5,0.062,0.002,62.6,19.9,87,Buena
2022-02-18,CH-07,Uchumayo,-16.504,-71.65,7.25,6.05,21.0,784.8,6.0,5.25,0.644,0.0055,72.8,11.3,52,Regular
2022-02-18,CH-04,Puente Bolognesi,-16.4018,-71.534,7.44,6.34,13.4,533.8,3.21,3.77,0.395,0.0039,32.2,13.3,70,Regular
2022-02-20,CH-04,Puente Bolognesi,-16.4018,-71.534,7.28,7.16,14.1,482.6,3.06,2.93,0.286,0.0049,55.0,17.8,71,Buena
2022-02-21,CH-02,Chilina,-16.3815,-71.5295,7.73,7.15,16.0,337.7,0.84,0.56,0.208,0.0022,11.0,14.1,78,Buena
2022-02-21,CH-03,Puente Grau,-16.3984,-71.5373,7.52,7.1,16.7,370.6,2.87,1.91,0.285,0.0043,26.0,14.6,70,Regular
2022-02-21,CH-04,Puente Bolognesi,-16.4018,-71.534,7.29,6.72,17.8,553.8,2.96,3.51,0.346,0.0047,43.8,14.3,66,Regular
2022-02-21,CH-05,Tingo,-16.4305,-71.555,7.29,6.46,16.8,667.6,4.37,4.27,0.357,0.0033,61.1,17.5,63,Regular
2022-02-23,CH-06,Tiabaya,-16.468,-71.584,7.34,5.95,18.4,707.4,5.44,3.59,0.449,0.0057,34.4,22.2,60,Regular
2022-02-23,CH-08,Vitor,-16.56,-71.78,7.15,5.46,22.2,851.9,7.15,6.46,0.724,0.0074,48.6,12.9,46,Mala
2022-02-23,CH-02,Chilina,-16.3815,-71.5295,7.82,7.96,9.1,382.2,1.4,1.03,0.203,0.0044,25.3,18.0,84,Buena
2022-02-23,CH-01,Charcani,-16.357,-71.546,7.89,8.17,12.8,328.8,1.09,0.79,0.119,0.001,42.2,15.1,81,Buena
2022-02-24,CH-03,Puente Grau,-16.3984,-71.5373,7.64,7.82,15.0,433.0,2.46,2.86,0.266,0.0034,61.7,13.8,71,Buena
2022-02-25,CH-01,Charcani,-16.357,-71.546,7.61,8.63,9.5,231.1,0.88,1.65,0.097,0.001,49.2,14.2,84,Buena
2022-02-25,CH-08,Vitor,-16.56,-71.78,6.96,5.29,17.6,918.3,7.37,6.91,0.684,0.0064,65.5,12.6,50,Mala
2022-02-25,CH-05,Tingo,-16.4305,-71.555,7.71,6.41,15.6,595.9,4.84,4.94,0.422,0.0043,40.1,18.1,62,Regular
2022-02-25,CH-02,Chilina,-16.3815,-71.5295,7.46,8.69,8.2,388.1,1.98,1.84,0.179,0.0028,46.9,15.8,83,Buena
2022-02-26,CH-01,Charcani,-16.357,-71.546,7.45,8.64,9.4,217.9,0.05,1.3,0.085,0.0027,47.2,16.5,86,Buena
2022-02-27,CH-03,Puente Grau,-16.3984,-71.5373,7.56,7.62,14.2,439.5,2.42,2.55,0.284,0.0034,49.9,13.1,73,Buena
2022-02-27,CH-04,Puente Bolognesi,-16.4018,-71.534,7.72,7.29,9.2,616.7,3.79,4.87,0.293,0.0044,23.9,18.5,72,Buena
2022-02-27,CH-04,Puente Bolognesi,-16.4018,-71.534,7.72,7.55,15.5,552.0,3.11,3.52,0.274,0.0052,24.7,13.0,68,Regular
2022-02-27,CH-02,Chilina,-16.3815,-71.5295,7.81,8.79,14.5,303.5,1.68,1.94,0.152,0.0033,31.6,13.8,75,Buena
2022-02-27,CH-08,Vitor,-16.56,-71.78,7.31,5.31,16.6,888.3,7.15,5.99,0.66,0.0086,42.6,5.5,54,Regular
2022-02-27,CH-04,Puente Bolognesi,-16.4018,-71.534,7.91,6.71,13.6,530.5,3.16,4.37,0.393,0.0039,36.8,16.2,69,Regular
2022-02-28,CH-07,Uchumayo,-16.504,-71.65,7.29,6.54,18.9,825.8,6.7,4.44,0.601,0.0053,39.6,12.4,55,Regular
2022-03-01,CH-03,Puente Grau,-16.3984,-71.5373,7.65,7.27,16.8,453.3,2.4,2.94,0.321,0.0032,54.7,17.9,69,Regular
2022-03-02,CH-02,Chilina,-16.3815,-71.5295,7.66,8.11,9.9,373.0,1.18,1.88,0.145,0.0037,58.9,14.6,82,Buena
2022-03-03,CH-03,Puente Grau,-16.3984,-71.5373,7.62,7.12,15.2,432.8,1.95,2.66,0.309,0.0048,26.5,12.6,73,Buena
2022-03-03,CH-02,Chilina,-16.3815,-71.5295,7.54,8.4,14.9,376.7,1.06,3.22,0.224,0.0034,45.1,14.3,74,Buena
2022-03-04,CH-04,Puente Bolognesi,-16.4018,-71.534,7.74,7.15,16.4,497.5,3.46,3.82,0.242,0.003,41.3,6.7,66,Regular
2022-03-05,CH-08,Vitor,-16.56,-71.78,7.14,5.42,15.4,901.3,7.36,5.51,0.66,0.0064,17.5,17.1,56,Regular
2022-03-05,CH-02,Chilina,-16.3815,-71.5295,7.88,8.21,14.9,336.1,1.53,2.23,0.162,0.0027,20.5,17.8,75,Buena
2022-03-05,CH-06,Tiabaya,-16.468,-71.584,7.25,5.81,13.8,721.8,5.96,4.49,0.417,0.0044,44.2,12.3,63,Regular
2022-03-06,CH-07,Uchumayo,-16.504,-71.65,7.31,5.16,16.7,782.2,6.62,4.5,0.63,0.0075,81.2,16.2,58,Regular
2022-03-06,CH-04,Puente Bolognesi,-16.4018,-71.534,7.66,7.76,15.9,488.7,3.29,3.82,0.242,0.0053,23.9,14.7,67,Regular
2022-03-06,CH-04,Puente Bolognesi,-16.4018,-71.534,7.43,7.5,14.6,573.0,3.06,3.43,0.289,0.0046,35.0,13.7,70,Regular
2022-03-06,CH-06,Tiabaya,-16.468,-71.584,7.75,6.41,21.5,718.6,6.01,4.86,0.391,0.0062,57.0,13.4,52,Regular
2022-03-06,CH-06,Tiabaya,-16.468,-71.584,7.24,5.77,18.8,735.8,5.94,4.96,0.492,0.0065,55.3,13.8,56,Regular
2022-03-06,CH-04,Puente Bolognesi,-16.4018,-71.534,7.58,6.77,14.8,525.1,2.98,3.13,0.356,0.0038,39.1,14.1,70,Regular
2022-03-07,CH-03,Puente Grau,-16.3984,-71.5373,7.73,7.18,13.7,403.1,2.14,1.92,0.235,0.0037,19.9,16.0,75,Buena
2022-03-07,CH-05,Tingo,-16.4305,-71.555,7.69,7.11,13.1,642.4,5.05,3.71,0.388,0.0047,49.1,14.6,67,Regular
2022-03-07,CH-03,Puente Grau,-16.3984,-71.5373,7.92,8.24,9.8,413.9,2.57,3.43,0.267,0.0025,53.1,16.0,76,Buena
2022-03-07,CH-05,Tingo,-16.4305,-71.555,7.48,6.81,17.2,576.2,4.75,2.35,0.402,0.0064,37.9,19.6,65,Regular
2022-03-07,CH-05,Tingo,-16.4305,-71.555,7.57,7.06,14.7,660.6,4.46,4.16,0.334,0.0047,50.2,14.9,65,Regular
2022-03-08,CH-01,Charcani,-16.357,-71.546,7.62,8.51,12.6,265.7,1.01,3.01,0.011,0.001,38.4,12.1,77,Buena
2022-03-09,CH-08,Vitor,-16.56,-71.78,7.19,5.35,19.9,871.6,7.92,6.59,0.644,0.009,58.7,15.1,47,Mala
2022-03-09,CH-02,Chilina,-16.3815,-71.5295,7.39,9.07,9.3,349.5,2.22,2.29,0.153,0.0008,51.8,13.0,80,Buena
2022-03-09,CH-01,Charcani,-16.357,-71.546,7.73,8.66,7.5,232.0,1.18,1.92,0.079,0.0032,37.4,12.2,85,Buena
2022-03-09,CH-06,Tiabaya,-16.468,-71.584,7.44,6.54,20.1,750.4,5.7,4.36,0.483,0.0067,46.8,16.8,56,Regular
2022-03-10,CH-02,Chilina,-16.3815,-71.5295,7.81,8.36,7.4,323.9,1.45,2.31,0.263,0.0027,56.3,14.4,84,Buena
2022-03-10,CH-03,Puente Grau,-16.3984,-71.5373,7.48,6.92,13.5,468.1,2.26,2.0,0.238,0.0043,59.1,15.7,75,Buena
2022-03-10,CH-08,Vitor,-16.56,-71.78,7.33,5.59,22.5,832.9,7.23,5.74,0.619,0.0083,57.5,14.7,47,Mala
2022-03-12,CH-07,Uchumayo,-16.504,-71.65,7.35,5.64,19.7,841.4,6.56,4.81,0.574,0.0068,51.8,13.4,54,Regular
2022-03-13,CH-08,Vitor,-16.56,-71.78,6.81,5.01,20.1,824.6,6.95,4.35,0.707,0.0093,52.6,14.8,53,Regular
2022-03-13,CH-08,Vitor,-16.56,-71.78,7.02,5.25,15.8,926.7,7.25,4.15,0.628,0.0071,46.3,18.5,58,Regular
2022-03-14,CH-02,Chilina,-16.3815,-71.5295,7.73,7.78,17.5,343.1,1.13,1.38,0.147,0.0035,36.2,14.6,74,Buena
2022-03-14,CH-07,Uchumayo,-16.504,-71.65,7.31,6.67,21.7,821.9,6.45,5.82,0.538,0.0063,38.5,10.8,49,Mala
2022-03-15,CH-05,Tingo,-16.4305,-71.555,7.43,6.63,10.3,577.4,4.67,3.34,0.471,0.0044,41.7,14.9,72,Buena
2022-03-15,CH-02,Chilina,-16.3815,-71.5295,7.93,8.89,9.4,302.1,2.05,1.95,0.186,0.0039,42.1,11.6,81,Buena
2022-03-16,CH-07,Uchumayo,-16.504,-71.65,7.45,5.95,15.2,734.0,7.38,5.57,0.479,0.0067,39.8,11.4,56,Regular
2022-03-16,CH-08,Vitor,-16.56,-71.78,6.84,5.83,21.5,877.2,7.57,6.22,0.568,0.0078,38.6,12.6,47,Mala
2022-03-16,CH-04,Puente Bolognesi,-16.4018,-71.534,7.34,7.12,10.2,459.0,3.29,3.43,0.323,0.0051,53.7,16.0,74,Buena
2022-03-16,CH-05,Tingo,-16.4305,-71.555,7.32,6.46,16.1,569.1,5.21,3.69,0.414,0.0057,53.4,16.2,63,Regular
2022-03-17,CH-02,Chilina,-16.3815,-71.5295,7.56,7.09,8.1,384.0,1.55,1.64,0.156,0.0035,39.6,12.1,84,Buena
2022-03-17,CH-03,Puente Grau,-16.3984,-71.5373,7.58,8.22,13.3,515.9,2.88,1.55,0.222,0.0026,27.8,11.9,75,Buena
2022-03-17,CH-08,Vitor,-16.56,-71.78,6.93,5.03,22.2,858.4,7.79,5.68,0.642,0.0075,62.0,13.4,46,Mala
2022-03-18,CH-02,Chilina,-16.3815,-71.5295,7.77,9.11,13.7,271.7,2.09,2.57,0.133,0.0042,50.5,19.0,74,Buena
2022-03-18,CH-04,Puente Bolognesi,-16.4018,-71.534,7.71,7.06,17.7,525.3,2.97,3.49,0.302,0.0039,60.2,15.0,66,Regular
2022-03-18,CH-04,Puente Bolognesi,-16.4018,-71.534,7.44,8.15,9.9,524.1,3.17,2.84,0.298,0.0049,37.9,10.0,76,Buena
2022-03-19,CH-01,Charcani,-16.357,-71.546,7.76,8.92,4.9,255.3,0.35,1.36,0.012,0.0023,36.4,14.9,91,Excelente
2022-03-19,CH-04,Puente Bolognesi,-16.4018,-71.534,7.69,7.1,12.9,536.4,3.8,3.2,0.312,0.0051,63.6,14.2,71,Buena
2022-03-19,CH-07,Uchumayo,-16.504,-71.65,7.23,6.39,20.5,785.1,6.88,5.2,0.516,0.0068,53.0,17.3,51,Regular
2022-03-21,CH-01,Charcani,-16.357,-71.546,7.96,8.84,9.9,271.8,0.18,1.13,0.176,0.0019,60.0,14.3,86,Buena
2022-03-21,CH-08,Vitor,-16.56,-71.78,7.29,5.05,17.7,895.3,7.22,6.82,0.681,0.0069,43.1,17.9,51,Regular
2022-03-21,CH-04,Puente Bolognesi,-16.4018,-71.534,7.81,7.41,16.3,526.2,3.64,3.59,0.373,0.0056,56.6,13.7,66,Regular
2022-03-21,CH-05,Tingo,-16.4305,-71.555,7.33,7.38,12.5,627.6,4.75,5.41,0.388,0.0046,32.3,18.9,65,Regular
2022-03-21,CH-01,Charcani,-16.357,-71.546,7.89,8.31,11.5,321.5,0.16,2.43,0.01,0.0014,33.1,13.6,81,Buena
2022-03-21,CH-08,Vitor,-16.56,-71.78,7.23,5.3,23.3,906.0,7.42,7.15,0.667,0.0078,33.3,9.8,43,Mala
2022-03-21,CH-04,Puente Bolognesi,-16.4018,-71.534,7.33,8.06,13.6,535.9,3.41,2.93,0.326,0.0056,49.9,17.0,71,Buena
2022-03-22,CH-08,Vitor,-16.56,-71.78,7.11,5.64,16.8,915.2,7.7,6.06,0.637,0.0077,65.7,17.3,52,Regular
2022-03-22,CH-06,Tiabaya,-16.468,-71.584,7.63,6.18,19.2,668.6,5.22,4.98,0.545,0.0066,49.2,15.2,57,Regular
2022-03-22,CH-03,Puente Grau,-16.3984,-71.5373,7.6,7.61,14.8,481.5,3.03,2.51,0.275,0.0037,38.5,16.1,71,Buena
2022-03-22,CH-01,Charcani,-16.357,-71.546,7.75,7.96,11.8,233.9,0.74,1.97,0.127,0.0027,36.5,10.7,80,Buena
