Fecha,Estacion,pH,OD,Turbidez,Conductividad,Nitratos
2022-05-02,E05,7.64,6.3,11.8,534.2,1.43
2022-05-02,E08,7.15,6.18,12.4,972.8,8.28
2022-05-02,E08,7.35,5.26,6.9,943.1,8.41
2022-05-03,E04,7.71,7.9,8.0,476.9,1.14
2022-05-03,E04,7.41,6.67,11.1,458.7,1.98
2022-05-03,E07,7.22,5.74,9.9,818.4,5.24
2022-05-03,E07,6.92,6.14,8.6,707.8,5.45
2022-05-03,E07,6.72,6.51,12.8,806.7,5.49
2022-05-03,E08,7.07,5.63,8.3,929.5,7.67
2022-05-04,E04,7.31,8.25,13.0,510.7,1.14
2022-05-04,E06,7.37,6.66,6.6,620.8,3.25
2022-05-04,E06,7.19,6.25,6.2,683.6,3.95
2022-05-04,E07,7.14,5.5,13.7,775.1,5.31
2022-05-05,E08,6.69,5.4,9.7,951.9,7.34
2022-05-06,E02,7.79,7.96,11.0,316.1,0.71
2022-05-06,E05,7.6,6.97,10.8,498.5,1.95
2022-05-06,E05,7.59,6.54,11.6,528.5,2.04
2022-05-06,E05,7.35,7.65,10.8,497.8,2.33
2022-05-07,E02,7.8,9.03,8.8,359.8,0.88
2022-05-07,E04,7.7,7.32,9.3,530.1,1.08
2022-05-08,E03,7.55,8.34,8.2,460.6,0.49
2022-05-08,E04,7.37,7.4,13.6,432.7,2.17
2022-05-10,E02,7.38,7.93,4.4,371.3,1.06
2022-05-10,E03,7.53,8.08,7.4,381.3,0.72
2022-05-10,E03,7.7,7.97,6.4,438.1,1.61
2022-05-10,E03,7.18,7.29,7.1,378.4,0.72
2022-05-10,E04,7.36,8.51,6.2,524.7,1.57
2022-05-10,E06,7.12,6.54,5.7,627.5,3.3
2022-05-11,E05,7.53,6.81,11.8,574.8,2.2
2022-05-12,E08,7.27,5.22,17.5,956.4,7.99
2022-05-12,E08,7.33,5.79,13.7,899.5,8.12
2022-05-13,E04,7.52,8.0,10.0,494.8,1.83
2022-05-13,E05,7.91,6.76,7.1,548.1,1.39
2022-05-13,E06,7.38,6.7,8.1,674.2,4.1
2022-05-13,E08,7.33,4.79,9.0,956.8,8.18
2022-05-14,E01,7.99,8.91,6.6,330.0,0.71
2022-05-14,E04,7.74,8.1,9.5,529.8,1.73
2022-05-14,E06,7.38,6.52,9.3,682.7,2.76
2022-05-14,E06,7.28,6.57,12.0,653.8,3.53
2022-05-15,E03,7.72,7.4,11.4,433.3,1.23
2022-05-15,E07,7.37,5.85,9.1,777.7,4.83
2022-05-16,E01,7.71,8.62,9.2,357.6,0.31
2022-05-16,E08,7.25,6.55,12.8,987.6,7.5
2022-05-16,E08,6.97,5.51,11.6,957.9,8.03
2022-05-17,E05,7.38,7.22,2.7,628.7,1.31
2022-05-17,E05,7.04,7.13,11.1,596.8,1.65
2022-05-17,E07,7.23,5.14,10.8,789.0,6.28
2022-05-18,E01,7.53,9.67,7.0,340.2,0.05
2022-05-18,E03,7.57,8.08,5.2,342.0,1.06
2022-05-18,E04,7.54,7.41,12.7,477.9,1.01
2022-05-18,E07,7.33,5.04,6.4,834.3,5.11
2022-05-18,E08,7.35,4.64,16.0,958.1,7.66
2022-05-19,E03,7.58,7.58,7.7,444.1,1.22
2022-05-19,E07,7.35,5.36,7.9,774.4,5.22
2022-05-21,E01,7.69,8.48,10.4,369.7,0.27
2022-05-22,E02,7.96,8.85,10.4,340.0,0.36
2022-05-22,E05,7.42,7.57,5.5,567.8,2.57
2022-05-22,E06,7.26,6.46,12.5,700.7,4.17
2022-05-22,E06,7.13,6.72,14.2,654.7,3.71
2022-05-22,E07,6.96,5.78,10.1,792.8,4.77
2022-05-23,E03,7.78,7.86,7.1,394.1,0.85
2022-05-23,E04,7.36,7.66,9.5,429.7,1.27
2022-05-24,E04,7.26,8.08,10.6,524.6,1.58
2022-05-25,E01,7.97,8.94,3.7,315.2,0.11
2022-05-25,E05,7.23,6.0,9.2,658.3,1.56
2022-05-25,E06,7.68,6.0,9.8,668.1,3.81
2022-05-26,E01,7.86,9.42,7.7,332.2,0.27
2022-05-26,E02,7.68,8.65,5.8,299.2,0.24
2022-05-26,E02,7.61,7.19,3.3,399.9,0.73
2022-05-26,E03,7.52,7.63,6.3,345.1,0.75
2022-05-26,E05,7.26,6.7,10.4,571.1,2.15
2022-05-26,E06,7.26,7.32,12.6,669.0,3.11
2022-05-26,E08,6.87,5.45,12.9,988.4,7.85
2022-05-27,E02,7.46,8.15,5.3,299.7,1.17
2022-05-27,E05,7.66,6.71,10.6,540.1,2.37
2022-05-28,E01,7.76,9.75,9.3,368.6,0.43
2022-05-28,E05,7.47,5.94,12.9,522.8,1.32
2022-05-28,E07,7.29,6.2,11.0,813.5,5.46
2022-05-29,E08,7.04,5.48,11.3,931.8,7.6
2022-05-30,E02,7.91,7.75,10.1,326.9,1.18
2022-05-30,E07,7.37,5.41,17.1,771.3,5.18
2022-05-31,E02,7.45,7.88,8.8,327.8,0.43
2022-05-31,E05,7.71,7.03,9.1,546.1,1.56
2022-05-31,E06,7.18,7.67,12.8,712.2,3.79
2022-05-31,E07,6.99,5.62,15.6,814.5,5.3
2022-06-01,E02,8.05,8.42,11.2,370.8,0.78
2022-06-02,E01,7.86,8.87,3.4,363.0,1.39
2022-06-02,E02,7.69,8.59,7.7,313.2,0.8
2022-06-02,E02,7.8,8.11,8.3,396.9,0.61
2022-06-02,E08,7.21,5.23,14.2,919.2,7.27
2022-06-03,E04,7.45,7.94,6.6,524.9,1.24
2022-06-03,E07,7.02,5.6,14.2,764.2,4.72
2022-06-03,E08,7.06,5.27,9.1,912.7,8.24
2022-06-04,E04,7.76,7.51,7.4,479.5,1.72
2022-06-04,E07,7.2,5.96,7.9,756.3,5.83
2022-06-04,E07,7.03,5.87,17.6,778.1,5.06
2022-06-04,E08,6.97,6.0,10.1,890.2,8.6
2022-06-05,E01,7.68,9.11,9.9,352.6,0.16
2022-06-05,E01,7.4,9.3,9.7,347.8,0.29
2022-06-05,E01,7.94,9.54,7.5,311.1,0.05
2022-06-05,E04,7.46,7.22,10.1,496.1,0.22
2022-06-05,E05,7.3,6.7,14.3,570.0,1.78
2022-06-05,E06,7.12,5.81,8.5,661.2,3.2
2022-06-07,E01,7.23,7.84,4.3,329.8,0.19
2022-06-07,E04,7.52,7.6,7.3,478.9,1.65
2022-06-07,E05,7.57,6.91,10.9,488.8,2.13
2022-06-08,E04,7.62,8.1,7.9,445.5,1.37
2022-06-08,E07,6.99,6.16,11.4,783.1,5.99
2022-06-08,E08,7.07,5.72,11.1,862.9,8.53
2022-06-09,E03,7.9,8.2,4.8,437.8,0.49
2022-06-09,E04,7.74,8.33,8.8,471.4,1.09
2022-06-09,E04,7.33,7.54,9.4,456.1,0.91
2022-06-09,E05,7.65,6.95,5.0,614.3,2.1
2022-06-09,E05,7.35,6.6,8.6,575.6,1.97
2022-06-09,E06,7.17,6.05,7.5,711.2,3.77
2022-06-10,E03,7.67,8.46,2.6,391.2,0.83
2022-06-10,E03,7.58,8.0,11.4,398.2,1.22
2022-06-10,E06,7.22,6.75,16.4,643.7,4.05
2022-06-11,E05,7.59,6.15,10.6,534.1,2.06
2022-06-11,E08,7.13,5.11,12.5,952.8,8.21
2022-06-12,E02,7.56,9.35,7.9,356.3,1.16
2022-06-12,E02,7.88,7.78,6.4,321.9,1.19
2022-06-12,E05,7.32,7.65,5.5,599.3,2.26
2022-06-12,E07,7.26,6.63,9.6,764.3,5.94
2022-06-12,E07,7.18,5.5,11.2,830.4,5.44
2022-06-12,E07,7.28,7.08,8.7,794.7,6.29
2022-06-13,E02,7.58,8.56,8.6,357.8,0.63
2022-06-13,E03,7.59,8.74,7.8,427.6,1.52
2022-06-14,E01,7.96,8.34,9.1,283.8,0.94
2022-06-14,E01,7.78,9.39,3.6,295.7,0.73
2022-06-14,E03,7.87,7.93,6.3,396.2,0.43
2022-06-15,E04,7.39,7.27,8.0,491.5,0.82
2022-06-15,E08,7.18,5.95,14.2,963.8,7.9
2022-06-16,E02,8.17,8.43,4.3,392.1,0.54
2022-06-16,E06,7.39,6.06,14.9,697.1,2.95
2022-06-16,E06,7.12,6.14,15.7,638.4,3.66
2022-06-17,E05,7.64,8.1,8.9,509.8,2.52
2022-06-17,E06,7.43,5.83,18.2,671.4,3.68
2022-06-17,E07,7.37,6.42,10.7,783.0,5.79
2022-06-18,E02,7.89,7.68,7.0,362.0,0.05
2022-06-18,E06,7.89,5.95,14.6,633.5,3.46
2022-06-18,E07,7.19,5.71,13.4,813.8,5.53
2022-06-19,E05,7.46,7.19,14.1,523.5,2.2
2022-06-20,E05,7.58,6.33,6.9,503.8,1.67
2022-06-21,E07,7.09,6.23,8.2,798.0,4.94
2022-06-22,E02,7.58,8.12,6.8,334.3,0.42
2022-06-22,E04,7.17,7.05,9.0,508.8,0.52
2022-06-23,E01,7.85,8.57,9.5,340.8,0.72
2022-06-23,E03,7.32,8.33,0.9,396.7,0.69
2022-06-24,E02,7.7,9.19,10.5,339.6,0.86
2022-06-25,E01,8.14,8.53,4.5,331.1,0.69
2022-06-25,E01,8.14,9.4,1.0,341.1,0.78
2022-06-25,E02,7.75,8.1,8.4,359.5,0.91
2022-06-25,E08,6.68,5.86,14.8,929.6,8.5
2022-06-27,E03,7.61,7.78,12.1,401.5,0.68
2022-06-27,E05,7.43,6.83,8.8,619.6,2.33
2022-06-28,E02,7.53,8.22,8.7,361.8,0.32
2022-06-28,E08,7.23,5.45,18.1,951.9,7.86
2022-06-29,E04,7.61,8.14,10.7,478.0,1.76
2022-06-29,E04,7.42,6.87,2.7,483.8,1.44
2022-06-30,E01,7.87,8.98,10.6,326.9,0.17
2022-06-30,E05,7.19,6.9,9.1,539.3,1.78
2022-06-30,E06,7.23,6.15,18.3,703.8,3.04
2022-06-30,E06,7.3,6.62,8.3,643.6,3.74
2022-07-01,E01,7.94,9.45,11.4,374.9,0.06
2022-07-01,E02,7.67,8.92,7.0,347.1,0.86
2022-07-01,E08,7.12,4.82,11.1,967.7,8.03
2022-07-02,E07,7.03,5.92,14.5,798.0,5.68
2022-07-02,E07,6.95,6.32,10.3,809.2,5.74
2022-07-03,E02,7.74,8.57,8.8,322.4,0.15
2022-07-03,E03,7.61,8.96,5.9,418.7,1.57
2022-07-03,E07,7.29,5.02,12.5,786.1,5.84
2022-07-04,E05,7.35,6.6,12.7,519.8,1.74
2022-07-05,E02,7.78,7.88,7.0,358.7,0.96
2022-07-05,E08,7.01,4.68,10.7,969.4,7.98
2022-07-05,E08,7.14,6.73,9.1,959.3,8.02
2022-07-07,E01,7.95,8.5,12.7,304.1,0.58
2022-07-07,E03,7.48,8.02,9.5,405.7,0.85
2022-07-07,E05,7.34,6.78,8.0,575.7,1.84
2022-07-07,E07,6.97,6.28,12.4,829.9,6.33
2022-07-08,E06,7.44,5.87,9.7,650.4,3.24
2022-07-09,E04,7.29,7.48,8.2,517.5,0.97
2022-07-09,E08,6.92,5.48,13.5,962.8,8.18
2022-07-09,E08,7.1,5.67,10.8,940.7,7.08
2022-07-10,E02,7.51,7.88,11.6,307.7,0.73
2022-07-10,E02,7.69,8.0,1.8,345.3,0.34
2022-07-11,E03,7.44,7.97,5.6,414.0,1.01
2022-07-11,E04,7.47,7.25,9.9,542.0,0.58
2022-07-11,E05,7.2,6.26,7.8,601.7,2.38
2022-07-11,E06,7.52,6.59,12.8,657.2,3.55
2022-07-12,E04,7.21,7.14,7.3,461.2,1.24
2022-07-13,E01,7.96,9.17,4.1,355.3,0.7
2022-07-13,E06,7.34,6.58,10.7,684.5,3.84
2022-07-14,E02,7.82,7.6,8.4,360.7,0.31
2022-07-14,E03,7.77,7.86,9.2,383.4,0.67
2022-07-14,E04,7.54,7.18,4.4,513.9,1.56
2022-07-14,E06,7.24,6.64,17.5,632.4,4.27
2022-07-14,E07,7.1,5.59,11.7,785.3,4.69
2022-07-14,E08,7.11,4.14,13.2,956.9,8.54
2022-07-15,E02,7.94,8.14,13.3,432.1,1.25
2022-07-15,E03,7.79,6.81,10.6,424.7,1.17
2022-07-15,E04,7.26,7.61,9.4,485.2,1.04
2022-07-15,E07,7.28,6.04,11.3,822.2,5.38
2022-07-15,E07,7.11,6.43,10.3,807.0,6.51
2022-07-15,E08,6.93,4.8,16.9,916.8,8.39
2022-07-16,E02,7.55,8.2,12.0,378.4,0.94
2022-07-16,E02,7.73,8.15,4.0,371.0,0.75
2022-07-16,E03,7.76,8.74,8.2,413.0,1.3
2022-07-16,E06,7.11,6.25,16.3,672.5,3.89
2022-07-17,E04,7.43,7.71,4.8,455.1,1.3
2022-07-18,E04,7.44,7.57,5.5,457.3,1.15
2022-07-18,E07,7.29,6.62,8.9,765.3,5.52
2022-07-19,E04,7.69,7.52,11.6,505.0,1.88
2022-07-19,E06,7.43,6.99,12.7,675.7,3.86
2022-07-19,E07,7.36,4.96,16.8,779.9,5.61
2022-07-20,E03,7.7,6.83,10.5,499.7,1.3
2022-07-20,E04,7.41,8.0,15.4,452.6,1.52
2022-07-20,E05,7.42,6.51,13.2,575.9,2.03
2022-07-20,E08,7.38,5.25,13.9,909.4,7.77
2022-07-21,E01,7.93,8.82,11.2,346.8,0.76
2022-07-21,E08,7.08,5.55,15.1,991.4,7.93
2022-07-22,E01,7.72,9.48,7.8,351.3,0.5
2022-07-22,E06,7.23,6.38,8.6,640.5,3.62
2022-07-23,E02,7.39,8.99,7.2,326.1,0.58
2022-07-23,E02,7.39,8.5,5.4,374.6,0.14
2022-07-23,E07,7.08,6.35,12.7,745.2,5.16
2022-07-23,E08,6.98,5.23,10.8,908.4,8.53
2022-07-24,E01,7.45,8.0,7.1,301.3,0.18
2022-07-24,E06,7.75,6.37,12.0,637.1,3.35
2022-07-24,E06,7.41,6.29,11.6,646.8,3.77
2022-07-25,E03,7.34,8.85,11.6,371.2,0.65
2022-07-25,E03,7.95,8.19,6.0,444.8,0.74
2022-07-26,E03,7.58,8.84,7.2,342.5,1.49
2022-07-26,E06,7.23,5.52,10.5,672.7,3.06
2022-07-26,E08,7.19,5.69,13.6,941.7,7.53
2022-07-27,E05,7.41,6.21,11.9,578.2,1.75
2022-07-27,E05,7.3,6.69,5.0,596.4,1.86
2022-07-28,E03,7.38,7.87,11.0,392.8,1.16
2022-07-28,E03,7.84,7.35,5.0,444.5,1.23
2022-07-28,E06,7.07,6.53,6.3,670.7,3.73
2022-07-28,E07,7.39,5.81,11.3,827.2,5.87
2022-07-29,E02,7.68,8.53,7.9,301.8,0.53
2022-07-30,E04,7.5,6.8,14.1,472.4,1.61
2022-07-30,E06,7.42,6.11,11.9,621.5,3.21
2022-07-31,E01,8.03,9.77,3.1,338.3,1.74
2022-07-31,E01,7.94,7.9,9.0,342.4,0.05
2022-07-31,E02,7.96,9.34,9.2,380.9,0.75
2022-07-31,E07,7.46,5.96,13.8,825.9,5.33
2022-08-01,E04,7.24,7.95,8.9,456.6,1.23
2022-08-02,E06,7.32,7.38,11.5,724.7,3.88
2022-08-02,E07,7.17,5.72,8.0,810.4,5.49
2022-08-03,E05,7.31,6.94,19.6,577.1,1.54
2022-08-03,E05,7.6,6.91,13.8,510.4,1.72
2022-08-03,E06,7.1,6.13,12.2,702.8,3.58
2022-08-04,E02,7.81,8.16,2.1,327.5,0.74
2022-08-04,E06,7.32,5.98,15.2,638.2,4.11
2022-08-04,E07,7.58,5.76,15.1,757.1,5.75
2022-08-06,E06,6.93,5.88,12.3,714.3,3.04
2022-08-07,E02,7.51,8.56,12.1,330.0,0.28
2022-08-07,E03,7.37,8.53,5.1,449.1,1.57
2022-08-08,E01,7.78,8.98,3.2,292.0,1.13
2022-08-08,E05,7.43,7.13,12.7,613.0,1.85
2022-08-09,E02,7.71,9.65,2.9,365.7,0.23
2022-08-09,E04,7.67,7.56,6.2,419.2,1.53
2022-08-09,E08,6.93,5.1,13.4,973.0,9.11
2022-08-10,E02,7.64,8.33,6.1,406.8,0.36
2022-08-10,E05,7.14,6.53,16.9,554.7,1.96
2022-08-11,E01,7.94,9.31,4.6,431.8,0.34
2022-08-11,E07,7.55,7.08,10.0,840.9,4.96
2022-08-12,E05,7.03,6.97,7.0,483.2,2.23
2022-08-12,E08,7.17,5.22,15.6,942.8,7.74
2022-08-13,E01,7.57,8.99,2.9,274.4,0.05
2022-08-13,E01,7.78,9.33,6.1,302.6,0.05
2022-08-13,E02,7.51,8.13,9.0,387.8,0.54
2022-08-13,E02,8.17,8.92,11.3,332.5,0.71
2022-08-14,E06,7.18,7.25,10.6,586.6,3.43
2022-08-15,E05,7.1,6.64,12.2,550.1,2.01
2022-08-15,E06,7.14,6.17,9.4,671.6,3.72
2022-08-15,E08,7.24,5.84,7.0,987.1,8.45
2022-08-16,E02,7.88,9.46,10.6,380.2,1.16
2022-08-17,E01,7.73,8.91,11.1,309.4,0.57
2022-08-17,E02,7.52,8.03,6.3,345.6,0.38
2022-08-17,E08,6.99,6.97,17.9,941.8,8.06
2022-08-18,E04,7.48,8.4,6.6,495.6,1.22
2022-08-18,E04,7.48,6.92,6.8,464.5,1.35
2022-08-18,E05,7.54,7.82,12.1,553.8,2.31
2022-08-19,E04,7.34,7.27,9.7,480.6,1.24
2022-08-19,E06,7.1,6.33,6.9,662.9,3.9
2022-08-20,E03,7.88,7.87,12.0,417.1,0.98
2022-08-20,E03,7.63,7.58,10.1,438.8,0.83
2022-08-20,E07,7.2,6.61,6.9,781.8,5.75
2022-08-20,E08,7.07,4.92,9.6,956.7,7.96
2022-08-20,E08,7.21,5.4,12.1,952.1,7.69
2022-08-21,E02,7.87,8.31,5.2,389.0,1.13
2022-08-22,E01,7.8,8.35,6.7,306.9,0.07
2022-08-22,E07,7.14,5.15,13.4,806.9,5.69
2022-08-22,E08,7.32,5.27,17.8,980.4,8.53
2022-08-23,E08,6.99,5.22,10.2,930.1,7.81
2022-08-23,E08,6.87,5.68,14.9,936.7,8.5
2022-08-24,E03,7.72,7.73,6.2,391.9,0.57
2022-08-24,E04,7.32,7.88,6.8,538.6,1.57
2022-08-24,E05,7.63,6.29,8.6,525.1,2.24
2022-08-24,E07,7.05,6.16,16.5,746.0,5.43
2022-08-26,E03,7.82,7.75,10.2,390.7,1.02
2022-08-27,E07,7.45,5.4,7.4,785.2,5.25
2022-08-27,E07,7.01,5.58,11.9,890.7,6.59
2022-08-28,E08,7.14,5.21,14.9,952.5,7.72
2022-08-29,E03,7.49,7.44,15.6,427.8,1.01
2022-08-29,E03,7.6,9.02,7.1,435.9,1.5
2022-08-29,E04,7.16,7.07,8.0,556.1,1.62
2022-08-29,E04,7.37,7.63,8.4,499.3,1.38
2022-08-29,E06,7.27,6.01,10.8,683.0,3.83
2022-08-29,E06,7.19,6.36,10.4,608.7,3.34
2022-08-29,E07,6.93,6.31,9.2,745.3,5.42
2022-08-30,E01,7.63,9.61,1.9,256.8,0.41
2022-08-30,E03,7.38,7.77,10.8,422.6,2.02
2022-08-30,E04,7.94,7.07,0.5,509.3,0.96
2022-08-30,E05,7.32,7.49,11.9,502.1,1.59
2022-08-31,E06,7.42,6.89,15.8,645.4,3.9
2022-08-31,E07,7.46,4.76,15.4,801.8,5.02
2022-09-01,E04,7.39,7.58,9.2,505.3,1.88
2022-09-01,E04,7.33,7.49,5.7,494.7,1.59
2022-09-01,E05,7.79,7.04,14.5,540.2,2.0
2022-09-02,E01,7.77,8.64,8.2,319.9,0.4
2022-09-02,E08,6.98,6.32,14.2,914.0,7.96
2022-09-03,E06,7.07,5.8,9.0,696.3,2.89
2022-09-04,E02,7.78,8.23,8.7,348.9,1.2
2022-09-04,E08,6.96,5.51,17.7,922.4,7.53
2022-09-05,E01,7.78,8.98,4.4,321.8,0.39
2022-09-06,E02,7.82,9.0,8.4,328.5,0.53
2022-09-06,E06,7.14,6.13,9.0,646.0,2.87
2022-09-06,E07,7.27,5.81,12.6,791.2,5.32
2022-09-07,E08,6.9,5.76,12.2,957.8,8.06
2022-09-08,E02,7.15,7.56,9.7,409.7,0.67
2022-09-08,E04,7.43,7.52,9.0,472.3,1.43
2022-09-08,E04,7.45,7.65,9.0,436.4,1.26
2022-09-09,E06,7.19,6.33,8.3,605.8,3.94
2022-09-09,E08,7.06,5.81,15.6,883.9,7.83
2022-09-10,E02,7.85,8.14,10.6,396.3,1.13
2022-09-10,E04,7.27,6.88,3.9,455.2,1.73
2022-09-10,E05,7.48,7.65,7.8,560.7,1.79
2022-09-10,E05,7.3,5.94,13.9,606.4,2.23
2022-09-10,E06,7.51,7.5,7.9,678.1,3.24
2022-09-11,E05,7.47,6.88,8.0,519.5,2.37
2022-09-11,E05,7.77,6.87,10.7,592.6,1.41
2022-09-11,E07,7.32,5.76,8.7,792.3,5.54
2022-09-11,E07,7.19,6.89,8.5,827.6,5.59
2022-09-11,E08,7.23,5.75,9.8,943.3,7.75
2022-09-12,E01,7.99,8.17,3.1,353.6,0.05
2022-09-12,E02,7.78,8.0,4.9,370.1,0.9
2022-09-12,E03,7.41,8.64,7.6,424.7,1.17
2022-09-12,E03,7.55,8.22,9.5,421.7,1.13
2022-09-12,E05,7.4,6.13,11.1,586.9,1.75
2022-09-12,E06,7.45,6.23,10.3,618.7,3.69
2022-09-13,E03,7.5,7.11,0.9,432.7,0.95
2022-09-13,E04,7.19,7.85,3.5,462.3,2.02
2022-09-13,E06,7.5,5.94,11.0,637.8,3.1
2022-09-13,E08,7.19,5.55,18.9,924.7,7.64
2022-09-14,E03,7.36,8.34,3.6,404.7,0.54
2022-09-14,E05,7.55,7.59,6.2,585.0,1.22
2022-09-14,E07,7.16,6.48,16.4,750.9,6.3
2022-09-14,E07,7.16,6.33,13.8,771.5,5.16
2022-09-14,E07,7.33,5.86,13.5,747.8,5.52
2022-09-15,E05,7.19,6.7,8.1,557.3,2.1
2022-09-15,E07,7.18,6.41,11.4,815.3,5.32
2022-09-15,E08,7.21,5.54,9.3,980.9,8.97
2022-09-16,E03,7.87,8.21,8.2,363.9,1.16
2022-09-16,E03,7.73,7.65,7.1,437.6,0.08
2022-09-16,E06,7.25,6.58,13.8,678.8,3.83
2022-09-16,E06,7.34,6.46,9.0,657.9,3.3
2022-09-16,E08,7.38,6.31,11.4,922.0,8.01
2022-09-17,E07,7.26,6.68,9.5,831.2,5.4
2022-09-17,E07,7.36,5.72,12.8,768.9,5.76
2022-09-18,E01,7.65,8.31,2.1,282.7,0.65
2022-09-18,E02,7.68,8.98,7.8,347.8,0.78
2022-09-18,E06,7.45,6.27,12.6,657.0,3.55
2022-09-18,E07,7.07,6.31,7.6,809.3,5.22
2022-09-19,E02,7.85,8.33,2.7,367.2,0.86
2022-09-19,E04,7.49,7.04,4.5,554.9,1.85
2022-09-19,E05,7.3,7.45,9.7,514.6,1.71
2022-09-19,E07,7.06,5.36,6.4,795.3,4.72
2022-09-19,E08,6.9,6.01,5.4,956.2,7.88
2022-09-20,E03,7.83,7.9,6.4,441.1,1.88
2022-09-20,E04,7.16,7.24,7.5,450.1,1.18
2022-09-20,E05,7.59,6.75,4.4,573.4,1.71
2022-09-20,E08,7.11,5.01,10.1,981.2,8.25
2022-09-21,E01,8.05,8.66,6.7,332.5,0.51
2022-09-21,E05,7.59,6.71,8.7,558.6,1.37
2022-09-22,E02,7.59,7.65,7.6,333.9,0.78
2022-09-22,E03,7.36,7.26,7.5,477.8,0.45
2022-09-22,E04,7.75,7.83,9.6,441.7,1.25
2022-09-22,E06,7.13,6.91,11.5,608.9,3.36
2022-09-22,E08,6.85,6.11,12.8,1021.2,8.16
2022-09-23,E05,7.31,7.8,15.1,524.0,2.58
2022-09-24,E01,7.76,9.61,6.0,331.8,0.34
2022-09-25,E02,7.49,9.34,6.3,302.1,1.81
2022-09-25,E04,6.95,7.39,7.5,465.6,1.4
2022-09-25,E07,7.38,6.1,9.9,786.6,6.31
2022-09-26,E04,7.77,7.3,6.2,522.3,1.27
2022-09-26,E07,7.28,4.88,9.3,872.1,5.38
2022-09-27,E04,7.17,7.37,7.1,493.1,1.48
2022-09-28,E08,6.99,5.76,17.8,967.0,7.68
2022-09-29,E04,7.42,8.65,8.6,463.3,1.95
2022-09-29,E06,7.4,5.87,14.9,687.2,3.66
2022-09-30,E01,8.06,8.79,6.1,305.0,0.5
2022-09-30,E03,7.68,7.71,9.9,478.7,1.4
2022-10-01,E01,7.63,9.07,6.9,326.7,0.52
2022-10-01,E05,7.72,6.88,8.9,581.4,2.22
2022-10-02,E02,7.6,8.55,7.3,377.9,1.11
2022-10-02,E04,7.81,7.98,11.8,479.3,1.17
2022-10-03,E05,7.2,7.44,10.5,568.4,1.98
2022-10-03,E08,7.23,5.12,10.8,943.2,8.46
2022-10-04,E03,7.72,7.99,11.0,412.3,0.89
2022-10-04,E04,7.55,7.67,4.8,484.5,1.5
2022-10-04,E06,7.28,5.77,11.1,634.6,3.9
2022-10-04,E06,7.37,5.95,8.2,691.2,3.05
2022-10-06,E01,7.74,9.88,10.4,327.4,0.91
2022-10-06,E05,7.42,7.66,8.4,578.0,2.38
2022-10-06,E05,7.4,7.37,9.7,628.0,1.98
2022-10-06,E06,7.27,7.38,10.0,705.1,3.89
2022-10-06,E06,7.32,6.13,15.7,688.5,3.35
2022-10-07,E05,7.27,6.23,12.1,571.4,1.55
2022-10-08,E03,7.81,7.59,4.5,406.9,0.56
2022-10-08,E05,6.94,6.74,11.3,564.2,2.27
2022-10-08,E06,7.5,6.51,9.7,610.9,3.46
2022-10-09,E01,7.37,8.42,7.9,312.4,0.12
2022-10-09,E04,7.41,7.87,10.4,505.1,2.14
2022-10-10,E03,7.95,8.52,11.5,387.1,1.58
2022-10-10,E07,7.15,5.72,12.1,821.2,5.69
2022-10-10,E08,7.18,5.85,15.9,960.5,8.18
2022-10-11,E04,7.67,7.5,12.8,543.1,0.8
2022-10-11,E07,7.17,6.04,6.3,806.2,5.3
2022-10-12,E03,7.61,8.98,14.2,411.4,0.48
2022-10-12,E04,7.36,7.12,5.3,474.0,1.47
2022-10-12,E04,7.64,7.58,7.6,516.6,0.8
2022-10-13,E05,7.24,6.95,9.9,510.9,2.54
2022-10-13,E05,7.54,7.42,7.1,552.4,2.02
2022-10-13,E05,7.24,7.33,9.0,567.9,2.64
2022-10-13,E08,7.05,5.54,13.5,913.2,7.54
2022-10-14,E03,7.64,8.62,12.1,455.9,0.9
2022-10-14,E05,7.41,7.54,10.7,531.2,1.99
2022-10-15,E02,7.7,9.58,9.9,281.4,0.09
2022-10-15,E03,7.34,7.26,11.7,415.7,0.92
2022-10-15,E06,7.21,6.78,11.2,672.8,3.27
2022-10-16,E02,7.76,8.05,6.4,385.6,0.95
2022-10-16,E07,6.89,6.54,16.0,754.5,5.75
2022-10-17,E03,7.51,8.75,12.4,466.4,1.09
2022-10-17,E05,7.41,6.9,10.4,514.1,2.0
2022-10-17,E07,7.22,6.1,11.6,849.7,5.1
2022-10-18,E05,7.25,7.16,7.1,548.0,2.13
2022-10-18,E08,6.74,6.27,15.9,945.2,7.92
2022-10-19,E01,7.79,8.73,4.3,328.7,0.05
2022-10-19,E02,7.43,8.3,7.9,346.1,0.53
2022-10-19,E03,7.43,8.33,8.8,401.3,1.17
2022-10-19,E03,7.53,8.31,9.3,396.0,0.63
2022-10-19,E04,7.43,7.79,6.2,498.8,1.22
2022-10-19,E05,7.53,6.24,11.9,522.7,1.84
2022-10-19,E07,7.14,6.02,18.0,824.9,5.3
2022-10-20,E07,7.01,5.96,13.2,847.1,6.47
2022-10-20,E08,7.59,5.53,15.7,948.1,7.63
2022-10-21,E07,7.18,6.48,16.4,836.0,6.16
2022-10-22,E03,7.34,7.89,11.2,419.9,1.41
2022-10-23,E03,7.68,8.19,10.7,405.1,0.85
2022-10-23,E06,7.24,5.98,15.3,642.3,2.8
2022-10-24,E01,7.9,9.64,12.6,309.3,0.36
